video_id,caption,caption_len_chars,caption_len_words,mean_flow,NOTTA_psnr,NOTTA_ssim,NOTTA_lpips,ADA_psnr,ADA_ssim,ADA_lpips,ADA_NOPROMPT_psnr,ADA_NOPROMPT_ssim,ADA_NOPROMPT_lpips,LORA_R8_TTA_psnr,LORA_R8_TTA_ssim,LORA_R8_TTA_lpips,LORA_R8_TTA_NOPROMPT_psnr,LORA_R8_TTA_NOPROMPT_ssim,LORA_R8_TTA_NOPROMPT_lpips,TL_BARE_R2_psnr,TL_BARE_R2_ssim,TL_BARE_R2_lpips,TL_TIED_R2_psnr,TL_TIED_R2_ssim,TL_TIED_R2_lpips,ADA_dpsnr,ADA_dssim,ADA_dlpips,ADA_NOPROMPT_dpsnr,ADA_NOPROMPT_dssim,ADA_NOPROMPT_dlpips,LORA_R8_TTA_dpsnr,LORA_R8_TTA_dssim,LORA_R8_TTA_dlpips,LORA_R8_TTA_NOPROMPT_dpsnr,LORA_R8_TTA_NOPROMPT_dssim,LORA_R8_TTA_NOPROMPT_dlpips,TL_BARE_R2_dpsnr,TL_BARE_R2_dssim,TL_BARE_R2_dlpips,TL_TIED_R2_dpsnr,TL_TIED_R2_dssim,TL_TIED_R2_dlpips
panda_0576,"['The text zero hero appears on a red background with light flashes.', 'A painting of a young boy holding a basket.', 'A bunch of old tools sitting on a table.']",161,30,1.339394,30.718536,0.935883,0.021236,25.600853,0.786069,0.054226,24.739232,0.764446,0.063287,30.677372,0.935075,0.021481,30.710626,0.935572,0.021303,30.629777,0.935003,0.021434,30.660385,0.935233,0.021404,-5.117683,-0.149814,0.032990,-5.979304,-0.171437,0.042050,-0.041164,-0.000808,0.000245,-0.007910,-0.000311,0.000067,-0.088759,-0.000880,0.000198,-0.058151,-0.000650,0.000168
panda_0577,"['A person is working on some beads on a table.', 'A person is working with beads on a wooden table.', 'A person is making a bracelet with beads and a pair of scissors.']",170,33,0.760493,15.954763,0.588434,0.214677,15.893022,0.582625,0.211390,15.664870,0.581909,0.226418,15.942685,0.586786,0.212313,15.965115,0.589165,0.215139,15.919044,0.586773,0.212922,15.972919,0.587329,0.212808,-0.061741,-0.005808,-0.003287,-0.289893,-0.006524,0.011741,-0.012078,-0.001648,-0.002364,0.010352,0.000731,0.000462,-0.035719,-0.001661,-0.001755,0.018156,-0.001104,-0.001869
panda_0578,"['A car driving down a street next to a verizon store.', 'A police officer is making a statement at a press conference.', 'A police officer is speaking at a press conference.']",176,31,0.138273,25.493516,0.845482,0.050825,25.441412,0.842573,0.051741,25.423286,0.842669,0.050761,25.488162,0.844816,0.051698,25.492119,0.845002,0.051689,25.481210,0.845115,0.051316,25.472212,0.845016,0.050835,-0.052104,-0.002910,0.000916,-0.070230,-0.002813,-0.000063,-0.005354,-0.000666,0.000874,-0.001397,-0.000480,0.000864,-0.012306,-0.000367,0.000491,-0.021304,-0.000466,0.000010
panda_0579,"['A view of the inside of a tractor in a video game.', 'A green vehicle drives down a road next to trees.', 'There is a car driving down a dirt road at night with the headlights on.']",183,37,8.171773,6.793504,0.182500,0.799515,4.563614,0.127432,0.909032,4.648409,0.106784,0.912883,6.642212,0.174249,0.824370,5.591879,0.179797,0.860622,6.707517,0.190292,0.799913,6.810998,0.189694,0.800844,-2.229890,-0.055068,0.109516,-2.145094,-0.075716,0.113367,-0.151292,-0.008251,0.024854,-1.201625,-0.002704,0.061107,-0.085986,0.007792,0.000397,0.017495,0.007194,0.001328
panda_0580,"['A newspaper headline with a picture of a document.', 'A news article about the health department.', 'A news anchor is presenting a newscast in a studio with a backdrop of the world map.']",189,33,2.953151,10.917422,0.587502,0.482631,10.953776,0.586153,0.483765,10.964205,0.588366,0.481917,10.924377,0.586462,0.483686,10.926892,0.587741,0.482194,10.912913,0.588094,0.482087,10.908382,0.587889,0.483788,0.036354,-0.001348,0.001134,0.046783,0.000864,-0.000714,0.006955,-0.001039,0.001054,0.009470,0.000239,-0.000438,-0.004509,0.000593,-0.000544,-0.009040,0.000387,0.001157
panda_0581,"['A person is jumping on a trampoline in the dark.', 'Two young boys are sitting at a table and one of them is feeding the other with food.', 'A baby is drinking from a water bottle.']",184,36,1.273026,15.418401,0.611673,0.489281,15.410221,0.610783,0.487669,15.396828,0.611144,0.485327,15.342325,0.603820,0.494653,15.380157,0.606468,0.491467,15.402090,0.610657,0.489619,15.433721,0.611942,0.487496,-0.008180,-0.000890,-0.001612,-0.021573,-0.000529,-0.003954,-0.076076,-0.007852,0.005371,-0.038244,-0.005204,0.002185,-0.016311,-0.001016,0.000338,0.015320,0.000269,-0.001786
panda_0582,"['A hand pointing to a paper that has been taped to the windshield of a car.', 'A red car parked next to some other cars.', 'There is a red car parked on the side of the road, surrounded by other cars and people.']",214,43,2.178114,14.496264,0.599566,0.340700,14.483141,0.598587,0.340954,14.505428,0.599569,0.339870,14.491125,0.599902,0.340041,14.565927,0.604065,0.339227,14.473421,0.599123,0.342451,14.485277,0.599479,0.341144,-0.013123,-0.000979,0.000254,0.009164,0.000003,-0.000830,-0.005139,0.000337,-0.000659,0.069663,0.004500,-0.001473,-0.022843,-0.000442,0.001751,-0.010987,-0.000086,0.000444
panda_0583,"['There is a green sports car driving down a city street.', 'A man is riding a motorized skateboard on a city street.', 'A car is driving on a street with other cars and buildings in the background.']",200,37,0.345512,21.902853,0.774174,0.102924,21.823839,0.771830,0.104628,20.026082,0.714276,0.237109,21.830501,0.771731,0.104242,21.862206,0.773094,0.103278,21.858627,0.772860,0.103688,21.903310,0.773967,0.103222,-0.079014,-0.002344,0.001704,-1.876772,-0.059898,0.134185,-0.072352,-0.002442,0.001317,-0.040647,-0.001080,0.000354,-0.044226,-0.001314,0.000764,0.000457,-0.000207,0.000298
panda_0584,"['There is a man standing in front of a booth displaying bicycles, and he is talking about the new 2017 hyper nd frame.', 'A close up of a red bike with a black seat.', 'A close up of a purple bike with yellow rims.']",217,44,0.572812,9.581432,0.611249,0.469490,11.174535,0.599534,0.455010,11.053817,0.597897,0.455555,8.961291,0.604024,0.471612,11.078417,0.600649,0.461677,9.146954,0.609581,0.468517,11.156693,0.621029,0.466982,1.593104,-0.011715,-0.014480,1.472385,-0.013352,-0.013935,-0.620141,-0.007225,0.002122,1.496985,-0.010600,-0.007813,-0.434477,-0.001668,-0.000973,1.575261,0.009780,-0.002507
panda_0585,"['A man in a hat and sunglasses is standing on a boat with a green sea turtle on his lap.', 'A man is standing on the bow of a boat in a mangrove swamp. he is wearing a blue shirt and has a beard and sunglasses.', 'A man with a beard is wearing sunglasses, a hat, and a blue shirt. he is standing on a boat in a mangrove swamp.']",329,70,0.735065,22.967825,0.793460,0.134824,23.012276,0.793891,0.132660,23.012128,0.794247,0.130964,22.941518,0.791980,0.139600,22.948111,0.792329,0.138404,22.958848,0.792553,0.138170,22.967402,0.793238,0.135256,0.044452,0.000431,-0.002164,0.044304,0.000787,-0.003860,-0.026307,-0.001480,0.004775,-0.019714,-0.001131,0.003580,-0.008976,-0.000907,0.003345,-0.000423,-0.000222,0.000432
panda_0586,"['A young man with glasses is standing in front of a window and looking at the camera.', 'A view of a hillside with a river and trees.', 'A man is talking to the camera in his living room.']",190,38,0.066711,27.716316,0.913250,0.039784,26.927922,0.911743,0.044760,27.824354,0.912274,0.039095,27.683595,0.912283,0.040321,27.746712,0.913188,0.039964,27.694841,0.913219,0.039730,27.691046,0.913357,0.039180,-0.788395,-0.001507,0.004975,0.108038,-0.000975,-0.000690,-0.032721,-0.000967,0.000537,0.030396,-0.000062,0.000180,-0.021475,-0.000031,-0.000054,-0.025270,0.000107,-0.000604
panda_0587,"['A bunch of black parts sitting on top of a wooden floor.', 'A close up of two black objects sitting on top of a table.', 'The read reviews logo on a white background.']",170,33,1.300462,7.786674,0.421803,0.800848,7.813480,0.397354,0.800939,7.818655,0.394952,0.798408,7.780019,0.405879,0.799907,7.827838,0.419321,0.802092,7.801575,0.419446,0.800291,7.808202,0.419074,0.802197,0.026807,-0.024449,0.000091,0.031982,-0.026851,-0.002440,-0.006655,-0.015924,-0.000941,0.041165,-0.002483,0.001243,0.014901,-0.002357,-0.000557,0.021529,-0.002729,0.001349
panda_0588,"['A red jeep is parked in a parking lot at night, with the headlights on and a tire on the back of the jeep.', 'A car driving down a dark road with its headlights on.', 'Two men standing next to each other on a city street.']",225,46,1.283582,10.955401,0.166229,0.589825,12.663191,0.170838,0.560406,12.022844,0.169796,0.572049,10.708940,0.170869,0.584550,10.755522,0.169592,0.585984,10.901165,0.173883,0.585326,10.990885,0.168026,0.586666,1.707790,0.004610,-0.029419,1.067443,0.003567,-0.017776,-0.246461,0.004640,-0.005275,-0.199880,0.003363,-0.003842,-0.054236,0.007655,-0.004499,0.035484,0.001797,-0.003159
panda_0589,"['There are still classified and unreleased confidential files regarding events in the arctic circle that were claimed by individuals who were part of a mission known as operation highjump.', 'There is a black and white photograph of an old ship in the middle of the ocean with several flying saucers hovering above it.', 'There is a natural rock formation in the woods with moss growing on it.']",396,67,0.961270,18.789527,0.432865,0.717098,18.860847,0.395505,0.684143,19.381931,0.439698,0.677565,17.413293,0.405507,0.762355,17.783124,0.413436,0.751075,18.564716,0.432319,0.723860,18.711591,0.437239,0.723401,0.071320,-0.037360,-0.032955,0.592404,0.006833,-0.039533,-1.376235,-0.027358,0.045256,-1.006403,-0.019429,0.033977,-0.224811,-0.000546,0.006762,-0.077936,0.004374,0.006303
panda_0590,"['A dark room with a reflection of a building in the glass.', 'A close up of a meter on a rock wall.', 'A group of miners are working in an underground coal mine.']",164,33,0.759939,12.307449,0.568479,0.408702,12.352220,0.569936,0.405388,12.277285,0.570838,0.406460,12.306589,0.570945,0.407763,12.341130,0.571186,0.407409,12.321618,0.569741,0.407021,12.326735,0.570885,0.407882,0.044770,0.001457,-0.003314,-0.030164,0.002358,-0.002243,-0.000861,0.002465,-0.000939,0.033681,0.002706,-0.001293,0.014168,0.001261,-0.001681,0.019286,0.002405,-0.000820
panda_0591,"['A green tent set up on a grassy field.', 'A close up of a yellow cord attached to a tent.', 'A green tent with chairs inside of it.']",135,28,4.588550,21.619523,0.850599,0.118083,22.997518,0.849316,0.113443,22.936696,0.848975,0.115381,21.186421,0.803464,0.193070,21.309969,0.815243,0.167418,21.314922,0.814544,0.180228,23.096743,0.853818,0.102549,1.377995,-0.001284,-0.004640,1.317173,-0.001625,-0.002702,-0.433102,-0.047135,0.074987,-0.309554,-0.035357,0.049335,-0.304602,-0.036056,0.062145,1.477220,0.003218,-0.015535
panda_0592,"['A woman is giving an interview on tv.', 'A small stream of water running through a forest with trees in the foreground and a person with a backpack walking through the forest.', 'A man is talking to an older woman in a room.']",228,43,6.466832,19.670330,0.764805,0.195940,19.808072,0.768288,0.194840,19.660481,0.764051,0.202691,19.565159,0.757440,0.208717,19.682053,0.765828,0.195619,19.676088,0.765537,0.195593,19.674176,0.765929,0.195791,0.137743,0.003483,-0.001101,-0.009849,-0.000754,0.006751,-0.105171,-0.007365,0.012777,0.011723,0.001023,-0.000321,0.005758,0.000732,-0.000347,0.003846,0.001124,-0.000149
panda_0593,"['Two young women are cooking food in a kitchen.', 'A young woman is cooking soup in a kitchen.', 'The two women are making a cooking video and showing it to the camera.']",171,32,4.776879,12.639737,0.631454,0.319943,12.517751,0.630751,0.318202,12.492652,0.629994,0.318613,12.614928,0.631225,0.320101,12.623562,0.631120,0.320395,12.650545,0.632400,0.317274,12.649146,0.631801,0.319171,-0.121986,-0.000703,-0.001740,-0.147085,-0.001460,-0.001330,-0.024809,-0.000229,0.000158,-0.016175,-0.000334,0.000452,0.010808,0.000945,-0.002669,0.009409,0.000347,-0.000772
panda_0594,"['A ferret is playing with a red heart-shaped toy.', 'A person is playing with a ferret.', 'A ferret is playing with a stuffed animal on a laptop.']",148,27,0.777555,21.134905,0.785196,0.132744,21.158092,0.785379,0.132892,21.172943,0.784578,0.134133,21.134252,0.784675,0.133092,21.132161,0.784951,0.132854,21.129705,0.785469,0.132402,21.134523,0.785015,0.133041,0.023187,0.000183,0.000147,0.038038,-0.000618,0.001388,-0.000653,-0.000521,0.000348,-0.002744,-0.000245,0.000110,-0.005200,0.000273,-0.000342,-0.000382,-0.000181,0.000297
panda_0595,"['The dashboard of a mercedes benz.', ""The car's infotainment system has a sleek and modern design, with a touchscreen display and various buttons and knobs for controlling the audio, navigation, and other features."", 'A yellow sports car driving down a curvy road.']",267,42,1.639942,30.907064,0.927055,0.026854,30.947605,0.927065,0.027407,30.953002,0.926671,0.027487,30.847368,0.925721,0.027070,30.913449,0.927185,0.026783,30.928341,0.927328,0.026683,30.937640,0.927414,0.026800,0.040541,0.000009,0.000553,0.045938,-0.000384,0.000633,-0.059696,-0.001334,0.000216,0.006385,0.000129,-0.000071,0.021277,0.000272,-0.000171,0.030576,0.000358,-0.000054
panda_0596,"['A small room with a tv, a stool, and a vending machine.', 'The room has a garage door, shelves and tools on the wall.', 'A cheque on a blue background.']",155,30,0.283697,21.020826,0.832437,0.136531,21.434789,0.833667,0.156129,20.888491,0.831461,0.133325,21.119585,0.828613,0.161259,21.026993,0.831735,0.142742,21.121583,0.831281,0.148337,21.067264,0.831005,0.144409,0.413963,0.001230,0.019598,-0.132335,-0.000975,-0.003206,0.098759,-0.003824,0.024729,0.006167,-0.000701,0.006211,0.100757,-0.001156,0.011806,0.046438,-0.001432,0.007879
panda_0597,"['It is a white mercedes 280 se cabriolet driving on a winding road.', 'A convertible car parked on the side of the road with mountains in the background.', ""A close up of a car's dashboard and the air vent.""]",209,39,15.968474,7.462405,0.302195,0.736435,7.998907,0.306687,0.706079,7.799496,0.306802,0.736885,7.294118,0.305829,0.734186,7.155441,0.301813,0.735190,7.388245,0.309534,0.737148,7.224019,0.299499,0.730418,0.536503,0.004491,-0.030356,0.337091,0.004607,0.000451,-0.168287,0.003633,-0.002248,-0.306964,-0.000382,-0.001244,-0.074159,0.007338,0.000714,-0.238386,-0.002696,-0.006017
panda_0598,"['A man and a woman are sitting in front of a computer screen with a blue background.', 'A man and a woman sitting next to each other on a computer screen.', 'A picture of a video game with a caption that says ""next car game"".']",228,45,1.281243,17.527485,0.876971,0.198062,17.387979,0.876003,0.192944,17.396400,0.880180,0.183789,17.316096,0.877901,0.184160,17.435868,0.876215,0.194409,17.292704,0.876069,0.193335,17.395380,0.876533,0.188039,-0.139507,-0.000968,-0.005118,-0.131086,0.003209,-0.014273,-0.211390,0.000929,-0.013902,-0.091617,-0.000757,-0.003653,-0.234782,-0.000902,-0.004727,-0.132105,-0.000439,-0.010023
panda_0599,"['Three jars filled with different colored pills on a shelf.', 'A three tiered shelf in a bathroom with soap, lotion, and other items on it.', 'Two mason jars with flowers and brushes on a counter.']",199,35,0.130869,13.502421,0.609957,0.503582,12.830052,0.592474,0.518646,13.368407,0.616883,0.502665,13.240818,0.580689,0.514044,12.786265,0.590285,0.520947,13.012426,0.595613,0.521638,13.482761,0.598894,0.510126,-0.672369,-0.017482,0.015064,-0.134013,0.006927,-0.000917,-0.261603,-0.029267,0.010463,-0.716155,-0.019671,0.017365,-0.489995,-0.014343,0.018057,-0.019659,-0.011062,0.006544
panda_0600,"['Two people wearing protective gear in a hospital room.', 'A television screen showing a view of a city.', 'There are doctors wearing protective gear in a hospital room treating patients with symptoms of covid-19.']",216,34,2.803025,24.122595,0.881344,0.041087,24.092367,0.881791,0.040936,24.135352,0.881962,0.040855,23.991668,0.880103,0.042325,24.054421,0.880606,0.041855,24.063005,0.880988,0.041342,24.061073,0.880853,0.041486,-0.030228,0.000447,-0.000152,0.012756,0.000618,-0.000232,-0.130927,-0.001241,0.001237,-0.068174,-0.000739,0.000768,-0.059590,-0.000356,0.000255,-0.061522,-0.000491,0.000399
panda_0601,"['The man is wearing a brown shirt and glasses, and he is talking to the camera.', 'A man is holding two spark plugs in his hand and examining them.', 'A man holding a screw in front of a blurry background.']",208,40,0.477464,8.124836,0.341320,0.595119,7.696829,0.360323,0.518890,7.702262,0.360049,0.522862,8.119368,0.336993,0.589766,8.289477,0.338488,0.582516,8.361500,0.344800,0.584963,8.370561,0.344491,0.582088,-0.428007,0.019002,-0.076229,-0.422575,0.018729,-0.072257,-0.005469,-0.004327,-0.005354,0.164640,-0.002833,-0.012603,0.236663,0.003480,-0.010156,0.245725,0.003171,-0.013032
panda_0602,"['A robot on a computer screen.', 'A robot in a video game.', 'The player is standing on a futuristic planet with a large city in the background, holding a futuristic weapon.']",176,31,2.477623,12.164549,0.594904,0.590997,12.259856,0.580803,0.595289,12.152168,0.573787,0.600418,12.109816,0.574430,0.598401,12.137724,0.595736,0.591749,12.133720,0.591396,0.593296,12.173976,0.587169,0.595907,0.095306,-0.014102,0.004292,-0.012382,-0.021118,0.009421,-0.054733,-0.020475,0.007404,-0.026825,0.000832,0.000752,-0.030829,-0.003508,0.002299,0.009427,-0.007735,0.004910
panda_0603,"['A view of the inside of a vehicle from the outside.', 'A classic car is driving down a road with mountains in the background.', 'The video is about a car, possibly a studebaker avanti, driving down a winding road in a scenic countryside.']",241,43,16.046564,16.837246,0.726663,0.445426,16.759007,0.703306,0.455470,16.842039,0.709175,0.445623,16.664642,0.703424,0.452118,16.758763,0.712350,0.445039,16.830613,0.719660,0.437383,16.917225,0.718848,0.440661,-0.078239,-0.023357,0.010044,0.004792,-0.017488,0.000197,-0.172604,-0.023239,0.006692,-0.078483,-0.014314,-0.000387,-0.006634,-0.007004,-0.008043,0.079978,-0.007816,-0.004764
panda_0604,"['A black background with the words try your answer in the comments.', 'A gaming pc is placed on a desk with a furry 500w power supply.', 'A close up of a power supply on a table.']",181,36,0.298801,13.731622,0.578662,0.406001,15.006011,0.627251,0.316714,15.489197,0.607184,0.326616,13.595201,0.574306,0.407497,13.642450,0.592311,0.385516,13.650409,0.576206,0.409978,13.675116,0.576404,0.405423,1.274389,0.048590,-0.089287,1.757574,0.028523,-0.079385,-0.136421,-0.004356,0.001495,-0.089172,0.013649,-0.020486,-0.081213,-0.002456,0.003976,-0.056506,-0.002258,-0.000578
panda_0605,"['The word film guide on a blue background.', 'The person is standing in a snowy field with trees in the background, holding their arms up in the air.', 'A snow covered field with trees and a building.']",203,37,0.352838,19.007794,0.828308,0.119660,19.072761,0.828753,0.119600,18.997525,0.828038,0.120081,19.030016,0.828431,0.119431,19.028034,0.828494,0.119470,19.026371,0.828518,0.119432,19.021292,0.828445,0.119553,0.064967,0.000445,-0.000060,-0.010269,-0.000270,0.000420,0.022222,0.000123,-0.000229,0.020240,0.000186,-0.000191,0.018577,0.000210,-0.000229,0.013498,0.000137,-0.000108
panda_0606,"['The character select screen for marvel vs capcom 3.', 'The character is holding a shield and standing in front of a cityscape.', 'The menu screen for marvel vs capcom 3.']",173,30,0.050402,15.477378,0.655709,0.249774,15.726978,0.660131,0.239562,15.918144,0.669593,0.233118,15.497239,0.654854,0.247591,15.662461,0.656123,0.246031,15.456610,0.657390,0.248403,15.504036,0.656073,0.248433,0.249600,0.004423,-0.010212,0.440766,0.013884,-0.016656,0.019861,-0.000855,-0.002183,0.185083,0.000414,-0.003743,-0.020768,0.001682,-0.001371,0.026658,0.000364,-0.001342
panda_0607,"['A news anchor and reporter are sitting at a news desk in a television studio.', 'A newscast with two newscasters talking about a tractor trailer accident.', 'A scene of an accident on a busy highway with cars and trucks with their lights on.']",245,43,2.396245,28.822437,0.931772,0.020731,28.918046,0.931670,0.020406,28.740115,0.930578,0.021423,28.714472,0.930748,0.021906,28.800423,0.930729,0.021728,28.801457,0.931494,0.021327,28.951480,0.932100,0.021006,0.095609,-0.000102,-0.000324,-0.082321,-0.001193,0.000692,-0.107964,-0.001024,0.001175,-0.022013,-0.001042,0.000998,-0.020980,-0.000277,0.000597,0.129044,0.000328,0.000275
panda_0608,"['A person is holding a sunflower plush toy.', 'A hand holding a piece of paper with a note on it.', 'A person holding a card that says plants vs zombies.']",156,30,5.858381,18.217940,0.685371,0.444201,17.701012,0.677653,0.459221,17.779989,0.681092,0.453671,18.185201,0.683674,0.446649,18.213485,0.685474,0.444733,18.243937,0.686000,0.443877,18.216239,0.685835,0.444288,-0.516928,-0.007718,0.015020,-0.437950,-0.004279,0.009470,-0.032738,-0.001697,0.002448,-0.004454,0.000103,0.000532,0.025998,0.000629,-0.000324,-0.001700,0.000464,0.000087
panda_0609,"['A close up of a white samsung cell phone.', 'A man is holding a smartphone with an app on the screen in his hand over a desk.', 'A close up of a cell phone laying on concrete.']",179,37,7.514034,22.776692,0.903094,0.103166,22.775258,0.902754,0.106494,22.779101,0.902957,0.105517,22.783746,0.902944,0.104900,22.780938,0.902936,0.104740,22.804248,0.903011,0.102692,22.795568,0.903279,0.103145,-0.001434,-0.000340,0.003328,0.002409,-0.000137,0.002351,0.007054,-0.000150,0.001735,0.004246,-0.000157,0.001574,0.027556,-0.000083,-0.000474,0.018876,0.000185,-0.000021
panda_0610,"['A pile of bags of fertilizer sitting in front of a garage.', 'A snowy field with trees in the background, a house, and a building in the background.', 'A motorcycle is parked in a garage and there are bags of grain on the floor.']",232,44,0.496863,20.234569,0.562045,0.173868,19.948137,0.560738,0.176499,20.650709,0.578768,0.134679,20.164140,0.560650,0.176992,19.908144,0.550219,0.190352,20.155372,0.557923,0.180219,20.175729,0.563073,0.171416,-0.286432,-0.001307,0.002631,0.416140,0.016723,-0.039189,-0.070430,-0.001395,0.003124,-0.326425,-0.011826,0.016484,-0.079197,-0.004122,0.006351,-0.058841,0.001028,-0.002452
panda_0611,"['It is a blue bmw m240i driving on a winding road surrounded by trees.', 'A blue car is driving on a highway near a forest.', 'A blue bmw m2 coupe is parked on a road.']",170,35,0.186262,4.884235,0.349869,0.757378,4.640862,0.366453,0.754359,4.530187,0.361215,0.753955,4.624102,0.350411,0.759692,4.593979,0.342471,0.767688,4.564142,0.348245,0.761628,4.730150,0.349829,0.756158,-0.243372,0.016584,-0.003019,-0.354048,0.011346,-0.003424,-0.260133,0.000542,0.002314,-0.290256,-0.007398,0.010309,-0.320092,-0.001624,0.004249,-0.154085,-0.000039,-0.001221
panda_0612,"['A white plate topped with food and a spoon.', 'There is a man sitting at a wooden table with plates of food in front of him.', 'There is a man sitting at a table outside a restaurant, enjoying a meal.']",204,40,7.118715,19.058327,0.680623,0.147227,19.043972,0.679818,0.147625,19.061497,0.680074,0.147707,19.040642,0.679632,0.147475,19.039499,0.679929,0.147562,19.022694,0.679673,0.147593,19.045753,0.680034,0.147474,-0.014355,-0.000806,0.000398,0.003170,-0.000549,0.000480,-0.017685,-0.000992,0.000249,-0.018828,-0.000694,0.000336,-0.035633,-0.000951,0.000366,-0.012574,-0.000589,0.000248
panda_0613,"['An ea sports logo on a black background.', 'A man is talking to the camera in an office with blurred city lights in the background.', 'A snowboarder is going down a snowy slope in a video game.']",197,37,0.155088,33.750496,0.969133,0.004480,33.741038,0.961162,0.004320,33.793417,0.961405,0.004347,33.741113,0.959462,0.004330,33.770191,0.960414,0.004295,33.780466,0.969211,0.004429,33.725905,0.969232,0.004295,-0.009458,-0.007971,-0.000161,0.042921,-0.007728,-0.000133,-0.009383,-0.009671,-0.000150,0.019695,-0.008719,-0.000185,0.029970,0.000078,-0.000051,-0.024591,0.000099,-0.000185
panda_0614,"['There is a machine in a factory with a water pump and a black box.', 'A close up of a metal object with a metal band around it.', 'There are three black panels stacked on top of each other in a room with a white floor.']",222,46,0.877021,20.523189,0.714610,0.151031,20.602635,0.717906,0.145984,20.521969,0.715019,0.148157,20.466611,0.712302,0.154176,20.467632,0.712716,0.152418,20.480045,0.713229,0.151463,20.514365,0.714328,0.151065,0.079446,0.003296,-0.005047,-0.001221,0.000408,-0.002874,-0.056578,-0.002309,0.003144,-0.055558,-0.001894,0.001386,-0.043145,-0.001382,0.000431,-0.008825,-0.000283,0.000034
panda_0615,"['A man is talking to the camera while holding a razor.', 'A man is sitting at home and talking to the camera.', 'A black background with the words subscribe to after prison show.']",181,33,0.264642,23.139988,0.859458,0.086707,23.044851,0.858391,0.087803,22.940496,0.858863,0.087544,23.061112,0.858697,0.087429,23.112681,0.859434,0.086555,23.106759,0.859294,0.086811,23.133029,0.859339,0.086825,-0.095138,-0.001067,0.001096,-0.199492,-0.000595,0.000837,-0.078876,-0.000761,0.000721,-0.027307,-0.000024,-0.000152,-0.033229,-0.000164,0.000103,-0.006959,-0.000120,0.000117
panda_0616,"['A man is cooking food on a grill in the backyard of his house.', 'A person is mixing ingredients in a bowl on a kitchen counter.', 'Person is mixing ingredients in a bowl with a mixer.']",188,36,1.349780,14.789706,0.555796,0.542550,14.908542,0.556030,0.539639,14.941799,0.555287,0.541969,14.899042,0.550493,0.545497,14.801195,0.556053,0.541966,14.875301,0.554501,0.540742,14.911516,0.554606,0.543566,0.118836,0.000234,-0.002911,0.152093,-0.000508,-0.000580,0.109335,-0.005302,0.002947,0.011489,0.000258,-0.000584,0.085595,-0.001295,-0.001808,0.121810,-0.001190,0.001016
panda_0617,"['A red car parked on a grassy hill next to a lake.', 'A close up of the engine compartment of a car.', 'A red car is driving on a dirt road through a forest and crossing a river.']",181,38,0.303095,25.017473,0.886115,0.106846,25.064214,0.886994,0.105089,25.032635,0.896209,0.092007,25.007536,0.885835,0.107484,24.997076,0.884601,0.109122,24.993559,0.885454,0.106824,25.013232,0.886391,0.105614,0.046741,0.000879,-0.001757,0.015162,0.010094,-0.014839,-0.009937,-0.000281,0.000638,-0.020397,-0.001514,0.002276,-0.023914,-0.000662,-0.000022,-0.004241,0.000276,-0.001232
panda_0618,"['Two sports cars parked in front of a garage.', 'A collage of many different cars in a parking lot.', 'A man is driving a sports car on a sunny day.']",151,30,3.445915,23.641635,0.827945,0.104886,22.810526,0.804163,0.126471,25.289071,0.879018,0.050223,23.611147,0.827109,0.103006,25.084540,0.871531,0.059929,25.046437,0.873564,0.058979,25.247736,0.878771,0.052117,-0.831109,-0.023782,0.021585,1.647436,0.051073,-0.054663,-0.030488,-0.000836,-0.001880,1.442905,0.043585,-0.044957,1.404803,0.045619,-0.045907,1.606101,0.050826,-0.052769
panda_0619,"['A stick insect is crawling on a branch in an aquarium.', 'A brown object sitting on top of a gray background.', 'A close up of a bug with a caption that says ""giant prickly stick insect"".']",191,36,2.741699,17.088974,0.883154,0.242672,17.386736,0.886600,0.236837,17.165821,0.883864,0.241182,17.072088,0.882939,0.242175,17.158666,0.883668,0.241443,17.096987,0.883108,0.243430,17.141896,0.883544,0.243023,0.297762,0.003445,-0.005835,0.076847,0.000709,-0.001490,-0.016886,-0.000215,-0.000498,0.069693,0.000513,-0.001230,0.008014,-0.000046,0.000758,0.052922,0.000390,0.000351
panda_0620,"['The iphone 12 is placed on a wooden table and rotates slowly.', 'A close up of an apple iphone on a wooden table.', 'There is a white iphone on a wooden table with a computer in the background.']",197,38,0.961270,14.221662,0.193976,0.696263,14.140636,0.186135,0.708804,14.316458,0.189868,0.709027,14.228144,0.190667,0.699371,14.168429,0.193669,0.698429,14.283895,0.197593,0.694075,14.343518,0.196980,0.696734,-0.081026,-0.007841,0.012541,0.094797,-0.004108,0.012764,0.006482,-0.003310,0.003107,-0.053233,-0.000308,0.002166,0.062233,0.003616,-0.002188,0.121857,0.003003,0.000470
panda_0621,"['A close up of a man running on a track.', 'There is a man running on a track in front of a crowd of people.', 'A professional athlete is running on a track and jumping over hurdles.']",185,37,1.132157,27.251622,0.938670,0.050648,27.073943,0.937261,0.056823,27.099884,0.934843,0.073153,27.180205,0.938047,0.051434,27.283784,0.938548,0.050587,27.227445,0.938465,0.050825,27.087225,0.937921,0.052684,-0.177679,-0.001409,0.006175,-0.151738,-0.003827,0.022505,-0.071417,-0.000622,0.000786,0.032163,-0.000122,-0.000061,-0.024176,-0.000204,0.000177,-0.164397,-0.000749,0.002036
